overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
1.0,False,"12 6, 2016",A3JD5GEZEKED66,B01F9HMO9S,S. Blanch,"It's an EA title so i was apprehensive at first in buying it but i figured i'd give it a shot. I've been playing for about a day and this game is horrible, like how can people actually rate this 4-5 stars? They clearly don't know what a good game is. First off, the loading is horrendous, it takes a long time to load almost anything. The multiplayer was below average, the spawn points and hit detection are bad. The graphics are sub par overall, seriously, look at the characters in the gameplay up close, they look pretty bad as do other things. When i go into certain buildings at night it's literally too hard to see around. The campaign is very frustrating...it asks me to locate parts for the tank so i look on my minimap and this random signal keeps flashing, logic would tell me i should follow the signal, but nope i head that way and the signal goes away and appears behind me or in another random place. There was a point where i picked up a rocket gun? And it prompts me to push (R) to use a turret, well no cus all that does is melee. This is one of those games i have to force myself to play. I put it up on craigslist already because it is that broken and bad. Spend your money on Doom or something.","I've been playing for about a day and this game is horrible, like how can people actually rate this 4-5 ...",1480982400,2,"{'Edition:': ' Standard', 'Platform for Display:': ' Xbox One'}",
1.0,False,"08 25, 2016",A3CLOJYRXOMMQZ,B00BGA9WK2,Quinton,Worst console on the market.,One Star,1472083200,2,,
1.0,True,"02 16, 2014",ADVHRYCNV0O5F,B007PX6MFM,Adam,"I got this in the mail and was excited to finally replace my broken one. Sadly, this piece of junk was only worth it for the outer shell. The inside plastic pieces to hold the games were warped and too small to hold the games. It took a huge amount of force to put the games in. Very disappointing..",Horrible quality,1392508800,,,
1.0,False,"01 23, 2016",A36U9Q3F6GJ9NF,B00YX2HFCW,SkyLine77,"STAY AWAY IF YOU LIKE RACING. Most TERRIBLE Racing game in all aspects what I played (I played/completed almost them all). Not a 1 Star, but it deserves 0.01 Star. Graphics - blur, AI - completely stupid idiots(team AI), Traffic run on you most of times, AI also smash you all time(they simply don't see You aroun), All time You will race at night, Story - completely stupid (looks story script was wrote by mental sick teen or kid), All races looks ~ same & in same places (rince and repeat)  , 5hr or so You will watch only cut-scenes, Movie style with stupid & dirty teens. Customization for some cars very poor (for Lamborghini Aventador LP-700-4, which was my primary car - You can change ONLY wheels,splitter,spoiler,exhaust & change paint - ""great""Customization. :(  If You are Trophies or Achievements hunter - near the end game will made You insane, because terrible & broken gameplay (not a easy 100% completion)  *AVOID*",STAY AWAY IF YOU LIKE RACING. Most TERRIBLE Racing game in all aspects ...,1453507200,2,{'Format:': ' Video Game'},
1.0,True,"12 14, 2012",A2EAJSSPRUZ2XM,B000BYQJC8,Hund,"It's heroes trying to be world of warcraft.
I lost all faith in this series due to this bloody product.
I beg of you, don't buy this, don't contribute to disappointment in this world!",Don't Waste money.,1355443200,,{'Platform:': ' PC Download'},
1.0,False,"10 4, 2003",A2P08C4AOHBKUM,B00009V3NX,Amazon Customer,"I was a ctually waiting in anticpation of this game when i heard of it but once i got it it was frustrating. Icouldn't even install it, and that was even after i traded with three different copies, my system is a p4 1.9ghz with a geforce 3 so it should've worked but didn't. avoid it save your money",Couldn't even install it!,1065225600,,{'Platform:': ' PC'},
1.0,False,"06 24, 2014",A6JUXS8X42JBL,B00FPQFXGK,Amazon Customer,"Ubisoft purposely gimped the PC version of the game. The official reason being  ""stability issues.""
However, a player has already modded, well not really modded, but by passed the downgrade resulting in a much prettier version of the game without few additional issues.

I advise not supporting this developer. The same thing is likely being done to The Division.",PC version Gimped,1403568000,,"{'Edition:': ' Deluxe', 'Platform:': ' PC Download'}",
1.0,True,"03 7, 2016",A1PH0FPYBED1NG,B00JUFT1E2,Silvio L. gutierrez,"worst RPG ever, you are not aloud to finish a quest or a map until you reach other quest and finish them, it has bugs everywhere , too finish this you have to get this, you cant open this until you find this, one too many restrictions too keep moving on the plot, very poor on making weapons and armors, to upgrade the same thing, you have to be at certain level to get or use a weapon or an armor. it is a very, very frustrating game.",worst RPG ever,1457308800,,{'Format:': ' Video Game'},
1.0,False,"10 31, 2009",A1HJ9P95IRZ32O,B000FVVSZA,Cr8zyC8tL8dy,"I got this product free with my purchase of my brand new DS Lite. First off, the instructions were not in English. However, I have used protective covers for my touch cell phone, so I understand how they work.

There are 2 protectors inside and a nice cloth (love the cloth). Nowever, one protector is larger than the other one, so which one does it go on, I assumed the top so I started there. I applied it just like I did for my touch phone but these are super sticky. You get 1 try and that is it. Needless to say, I had so many bubbles that I carefully took it off and threw it out.

I tried the bottom one, same results. There is no ""easy"" way to put these on and they seem to result in bubbles galore everytime.

The bubbles are probably because they did not fit on just the screen, but overlapped on my DS which resulted in air underneath. If they had fit just the screen, maybe they would have been okay, but eh, doubtful.

The cloth was nice. I kept it. Trashed the rest.",Bad Product,1256947200,,,
1.0,True,"02 21, 2015",A3V1OPRQAUEY4T,B00002STJH,Tomas Medina Martinez,Disc come broken and not reader by PS System...,One Star,1424476800,,,
1.0,True,"08 5, 2015",A3KJSZ0E7WLZVM,B00008KU9Z,andres felipe,Is a copy,One Star,1438732800,,{'Format:': ' Video Game'},
1.0,False,"11 26, 2014",A26949PYEP7RE1,B001AZFSG0,weehee,"this is one of the worst games ever!!!!!!  If you want a reasonable racing game DO NOT BUY THIS!  The graphics stink and if you bump into another racer nothing happens.  But if you are bumped by another racer you fly off to the side.  The pursuits are horrible, I tried to ram a cop at fast speeds and succeeded multiple times but nothing happen!",STINKS! DO NOT BUY!,1416960000,,{'Format:': ' Video Game'},
1.0,True,"04 12, 2017",A1L7TEBQZZA0BV,B0015AARJI,Mi-Ke,"This model is CECHZC2H, potentially a Chinese knock off. The controllers you want are CECHZC2E or CECHZC2U. Do not be fooled like myself and countless other people.",Knock-off warning!,1491955200,4,,
1.0,False,"06 29, 2016",A1Y5005NLE79SW,B012PRO97A,ethan,I really disliked the gsme waste of my monru,Dont buy,1467158400,,,
1.0,True,"02 15, 2016",A291GHJXL9GSYX,B00VU4J13W,zachery,Hated this game,One Star,1455494400,,{'Format:': ' Video Game'},
1.0,False,"01 17, 2016",A1GNBPND9N5IS4,B00JKM06HG,Pink,"No spoilers ahead.
When I first started playing my Collectors Edition TPP, I was having lots of fun. Four star worthy at best, because while it was fun, the storytelling was a lot less solid than any previous Metal Gear, and the gameplay was so different that it felt alien to MGS.
About 60 hours in is when I started to really dislike this game. The graphics were all well and good, and while the game was getting pretty redundant for all the features it contained, plot flaws kept popping up like breeding rabbits. The continuity line of Metal Gear Solid started to break.
81 hours in, I finished a special mission with Quiet, and that mission bred more plot flaws. The game became a real grind to achieve the ""True"" ending.
91 hours in, finally achieve the true ending. And let me just say, as a huge fan of this series, with every MG and MGS game owned as well as patches, shirts, and a little Solid Snake Clayboy, it was a real kick in the pants. I am certaintly not the only fan of this series who was hurt by this ending. Kojima retconned the entire series, and the only untainted characters are Solid Snake and Otacon. I felt very downtrodden, and tempted to throw my stupid Collectors Edition cardboard ""leather"" box out into the night.
I feel cheated, and ripped off, and I feel like my favorite game series has just died within me.
Buy this if you're looking for cheap thrills and many hours of gameplay. Don't if you're looking to have your thirst for Metal Gear Solid quenched.",Read ahead! Important things about the game for MGS fans!,1452988800,6,{'Format:': ' Video Game'},
